lecture_id,course_code,course_name,professor,schedule,credit,time_hour,division,year_target,note,capacity,enrolled,avg_rating,rating_count,assignment,groupwork,grade_policy,attendance,exam_type,review_star,review_semester,review_text
1696937,2150011802,(외국인을위한)한국어학의이해,박정순,수 금 12:00-13:15 (진리관 11522 (이효계강의실)-박정순),3,3.0,교선,전체,,50,33,5.00,,,,,,,5.0,25년 1학기 수강자,교수님 최고🥹🙏가의가 진짜 유익하고 교수님께서 유학생에게 쉽게 설명해주셔서 너무 좋습니다. 시험도 배운 것들 그대로 나와요! 어렵지 않아요!
1696937,2150011802,(외국인을위한)한국어학의이해,박정순,수 금 12:00-13:15 (진리관 11522 (이효계강의실)-박정순),3,3.0,교선,전체,,50,33,5.00,,,,,,,5.0,24년 2학기 수강자,"시험이 정말 간단하지만, 전제 조건은 어느 정도의 한국어 실력이 있어야 한다는 점입니다. 선생님의 강의 능력은 보통 수준이라 종종 이해가 잘 안 될 때도 있지만, 시험은 정말 쉬워서 조금만 열심히 외우면 좋은 성적을 받을 수 있습니다. 시험 전에 아주 좁은 범위를 알려주기 때문에, 웬만하면 다 외울 수 있습니다. 정말 대단한 선생님이고, 강력히 추천합니다!"
1696937,2150011802,(외국인을위한)한국어학의이해,박정순,수 금 12:00-13:15 (진리관 11522 (이효계강의실)-박정순),3,3.0,교선,전체,,50,33,5.00,,,,,,,5.0,24년 2학기 수강자,교수님들 중에 최고 교수님이심 성적도 잘 주고 시험도 바쁘지 않게 내는거임 이 수업 강추!
1696937,2150011802,(외국인을위한)한국어학의이해,박정순,수 금 12:00-13:15 (진리관 11522 (이효계강의실)-박정순),3,3.0,교선,전체,,50,33,5.00,,,,,,,5.0,24년 2학기 수강자,"아주 착하심. 
시험 전에는 온라인으로 복습해주시고 시험도 5분정도로 끝남. 
강추!"
1696937,2150011802,(외국인을위한)한국어학의이해,박정순,수 금 12:00-13:15 (진리관 11522 (이효계강의실)-박정순),3,3.0,교선,전체,,50,33,5.00,,,,,,,5.0,24년 1학기 수강자,재미있었음.잘 가르쳐주시었음. 괜찮음. 추천추천
1696937,2150011802,(외국인을위한)한국어학의이해,박정순,수 금 12:00-13:15 (진리관 11522 (이효계강의실)-박정순),3,3.0,교선,전체,,50,33,5.00,,,,,,,5.0,24년 1학기 수강자,교수님은 너무 친절합니다 !점수도 잘 주셔서 강추!!!
1696937,2150011802,(외국인을위한)한국어학의이해,박정순,수 금 12:00-13:15 (진리관 11522 (이효계강의실)-박정순),3,3.0,교선,전체,,50,33,5.00,,,,,,,5.0,23년 2학기 수강자,"교수님 진짜 친절하시고 착하십니다!!
강의내용은 은근 어려운 편이지만 강의 잘 따라오시면 점수는 잘 받을 수 있을 것 같고, 못해도 교수님이 점수 잘 주시는 편입니다.ㅣ"
2714878,2150011902,(외국인을위한)디지털시대의글쓰기,김지혜,화 금 13:30-14:45 (진리관 11517-김지혜),3,3.0,교선,전체,,50,27,5.00,,,,,,,5.0,24년 2학기 수강자,"교수님 최고 👍 😍 
 교수님은 학생들에게 많은 관심과 도움을 주십니다."
2571406,2150045401,현대사회이슈와공동체리더십,문정화,월 수 13:30-14:45 (미래관 20406-문정화),3,3.0,교선,전체,,50,49,4.67,,,,,,,5.0,25년 1학기 수강자,"교수님이 정말 좋으세요! 팀플 위주인 수업이고, 과제도 꽤나 많아요…! 팀이 잘못 걸리면 조금 힘들긴 하지만, 동료평가지에 팀원들의 참여도가 어땠는지 조사하시고, 자신이 어떤 부분에 기여했는지도 조사하시기 때문에 열심히 한다면 팀 때문에 점수가 많이 까인다거나 하진 않을 거에요. 출석 잘하고 과제도 제때 내는 게 중요한 것 같고, 성실하게 한 만큼 성적도 비례하게 나오는 듯해요."
2571406,2150045401,현대사회이슈와공동체리더십,문정화,월 수 13:30-14:45 (미래관 20406-문정화),3,3.0,교선,전체,,50,49,4.67,,,,,,,5.0,25년 1학기 수강자,교수님이 친절하시고 시험은 쪽지시험 한번 봄. 팀플은 두 번 하는데 이게 젤 중요한 것 같음.
2571406,2150045401,현대사회이슈와공동체리더십,문정화,월 수 13:30-14:45 (미래관 20406-문정화),3,3.0,교선,전체,,50,49,4.67,,,,,,,4.0,25년 1학기 수강자,열심히 하면 성적 잘 주십니다 대신 교수님 눈에 들만큼 열심히 하셔야 됩니다. 대부분이 팀플인데 신입생이 많아서 고학번들은 총대 메느라 스트레스받을 수 있음. 교수님은 좋으세요
2571406,2150045401,현대사회이슈와공동체리더십,문정화,월 수 13:30-14:45 (미래관 20406-문정화),3,3.0,교선,전체,,50,49,4.67,,,,,,,4.0,25년 1학기 수강자,"첫주부터 4주차까진 중간고사 시험범위 수업합니다.(주제: 가정폭력, 아동학대, 데이트폭력) 그 이후에는 해당 주제들에 대해 팀을 나눠서 영상 제작하는 조별과제를 거의 4주동안 합니다. 그후 중간고사 본 후(중간고사는 ppt내용 외우면 됩니다. 무슨 캠페인 처음 실시한 지역명 같은것도 전부 나옵니다) 몇가지 주제로 수업을 더 한 후 해당 주제(고독사, 장애인차별)로 조를 나누어 조별과제를 15주차까지 합니다. 조별과제나 개인과제,  퀴즈에서는 감점 거의 안되고 대부분 출석에서 AB가 갈립니다. A는 50퍼 꽉 채워주십니다."
2571406,2150045401,현대사회이슈와공동체리더십,문정화,월 수 13:30-14:45 (미래관 20406-문정화),3,3.0,교선,전체,,50,49,4.67,,,,,,,5.0,24년 1학기 수강자,"열심히 하고 교수님 눈에 들면 A+ 받을 수 있지 않을까 싶은 과목(  모든 수업이 그렇겠지만 )
이 수업은 중간있고 팀플 2번임
중간은 그렇게 어렵진 않았음 그냥 피피티 어느정도 보면 할 수 있을 정도 근데 쉬워서 다들 잘칠것 같음"
2571406,2150045401,현대사회이슈와공동체리더십,문정화,월 수 13:30-14:45 (미래관 20406-문정화),3,3.0,교선,전체,,50,49,4.67,,,,,,,5.0,24년 1학기 수강자,"강의에 성실하게 임한다면 A 이상은 받을 과목. 교수님도 섬김의 리더십 교수님이신 문정화 교수님이셔서 성격도 너무 좋으심. 은근 까다로운 부분들이 있기는 함.

근데 단점은 팀플이 2번인데도 중간고사가 1번은 있다는 것과 팀플 운이 안 좋다면 낮은 점수 받고 B가 뜰 수도 있음... 내가 아무리 잘해도 팀 점수가 낮으면 점수 낮게 뜸.

강의에서 다루는 주제는 다문화, 고독사, 가정폭력 이런 류의 현대이슈이기에 다른 현대이슈를 기대했다면 신청하지 않을 것을 추천."
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,3.0,25년 1학기 수강자,생각보다 할게 많은 수업. 독후감 레포트를 좀 신경써야함
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,5.0,25년 1학기 수강자,철학과가 수강 시 1학년 1학기 3전공의 기분을 느끼게 해줌 그냥  정치철학입문 느낌임
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,5.0,25년 1학기 수강자,"시험은 쉬운데 레포트가 상당히 거슬림

미리 써놓으면 개꿀일거 같아요."
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,3.0,25년 1학기 수강자,녹강이라 좋습니다. 과제는 독후감 레포트 5매 작성이 있긴한데 미리 준비하면 편할거 같아요
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,3.0,24년 2학기 수강자,"독후감이 많이 빡세요 학기초부터 시작하시고
시험은 무난했어요"
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,5.0,24년 2학기 수강자,나쁘지 않았던거 같습다. 철학에 대해 배우기에 좋은 교양입니다.
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,4.0,24년 1학기 수강자,어려운 내용이 많았지만 참고 들을만 했던 수업입니다
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,5.0,24년 1학기 수강자,"정말 만족하며 수강했습니다. 철학에 관심이 많아서인지 매 수업이 꽤 재밌었고 배울 점도 많았습니다. 중간이랑 기말 시험은 수업을 열심히 들었다면 풀 수 있는 정도로 출제되며, 중간 전에 교수님이 올려주시는 족보랑 정말 똑같이 나오니 그거 참고하시면 좋을 듯합니다. 레포트는 기말 전에 제출하는 것인데, 양도 많고 급하게 쓰느라 며칠 정말 고생했지만 생각보다 점수는 후한 것 같습니다.
철학 좋아하시는 분이라면 강추합니다"
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,5.0,24년 1학기 수강자,과제를 쉽게보면 암됨 중간끝나고 미리미리 준비해야 기말에 고생 안함
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,5.0,24년 2학기 수강자,정말 4년 동안 배운 수업 중에 가장 가치있었습니다. 내용은 뒤로 갈수록 어렵긴 하지만 교수님이 설명도 잘 해주시고 반드시 우리 모두에게 필요한 공부라고 생각됩니다. 독후감 과제 분량이 많긴한데 책도 정말 흥미로웠습니다. 진정한 교양을 위해 추천합니다.
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,3.0,24년 2학기 수강자,정치 철학 둘중 어느것도 잘 모르는 입장에서 이해하기 좀 어려운부분은 있어요 열심히 공부해야 이해돼요. 무엇보다 독후감이 6장씩이나 되니까 너무 빡세요 ㅠ
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,4.0,24년 2학기 수강자,생각보다 강의 내용은 쉽고 재밌음 과제가 많이 빡셈
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,5.0,24년 2학기 수강자,성적은 어찌 나올지 모르겠지만 온라인 강의라는 점에서 매우 만족합니다. 공지를 추가적으로 안해주시니 학기 초 공지사항 잘 읽으셔야해요
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,3.0,24년 1학기 수강자,온라인 강의이다 보니 피드백이 원활하게 안된다는 단점. 그걸 보완하시려고 게시판 이용을 강조하는 분. 다만 시험문제도 중간 기말 동일하고 변별력이 있다고 생각되진 않음. 기말과 함께 독후감도 제출해야하는데... 잘 모르겠다. 34학년이 들으면 좋을 듯
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,5.0,24년 1학기 수강자,"재미는 있었지만 교수님 재탕하시는 게 좀 지나치십니다. 
영상 강의도 영상 강의지만 무엇보다 작년 중간 시험지를 올해 중간에 재탕하시고, 올해 중간 시험지를 올해 기말 시험지에 재탕하시다니요."
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,2.0,24년 1학기 수강자,싸강이라 많이 듣겠지만 별로 추천하고 싶지 않아요... 저만 그런지 모르겠지만 강의가 유기적이라는 느낌이 없었고 다 따로 논다는 느낌이 강해서 공부하기 좀 힘들었어요 이 과목의 메인 같은 한나 아렌트는 생각보다 별로 배우지 않고 주로 정치철학에 대해 논합니다 시험은 작년치 시험 문제를 (중간고사만) 올려 주셨는데 그게 문제를 참고하라는 게 아니라 아예 똑같아서 솔직히 당황스러웠고요 (그래서 다 잘 봅니다) 결국 성적이 갈리는 건 기말고사와 독후감 레포트인 것 같습니다 독후감 레포트의 경우 정말 꼼꼼히 다 읽어 보시고 채점하시는 것 같아서 독후감... 책 내용 잘 숙지하고 쓰시길 바랍니다...... 기말고사가 독후감까지 겹쳐 정말 헬이었어요 아무튼 양도 많고 챙겨야 할 것도 많아서 철학에 관심이 많거나 열심히 하실 분들만 듣길
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,4.0,24년 1학기 수강자,"교수님께서 중간고사 족보는 공유해주셔서 편하게 봤는데, 기말고사는 기말고사+독후감 레포트의 환장의 콜라보입니다. 시험 난이도 자체는 그리 어렵지 않지만 분량이 많으니 미리 공부하시고 독후감도 미리 작성하신다면 괜찮을 것 같아요! 저는 그래도 철학 관련해서 배울 수 있는 부분이 많아 잘 수강했습니다."
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,2.0,24년 1학기 수강자,"독후감쓰기.. 진짜 어지럽습니다
철학 정치 분야 관심 없다면 별로 좋아하지 않을 강의
중간 족보는 올려주시고 기말은 안올려주십니다"
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,5.0,24년 1학기 수강자,온라인이라서 틀어놓고 나중에 시험볼때 보면됨 족보도 올려주심
2571407,2150045901,시민교양을위한정치철학:한나아렌트,김선욱,,3,3.0,교선,전체,,220,146,3.76,,,,,,,5.0,23년 1학기 수강자,온라인으로 들을 수 있는 게 압도적인 장점입니다. 내용도 재밌어요
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,5.0,25년 2학기 수강자,"사녹이라서 좋고
책 필수입니다 성적도 나와서 꿀 강의입니다"
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,4.0,25년 2학기 수강자,수업이 온라인 강의로 진행되어 좋습니다 페논페 수업이 아니라 중간 기말 시험을 잘봐야 합니다
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,5.0,25년 1학기 수강자,사이버강의라서  듣기 좋았습니다 무난했습니다
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,5.0,25년 1학기 수강자,개꿀강인듯 걍 오픈북이여서 시험전날에 보고감
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,4.0,25년 2학기 수강자,시험도 오픈북이긴하지만... 온라인인거 제외하면 들을 이유가 없을 것 같습니다.
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,4.0,25년 2학기 수강자,싸강이라 꿀인데 시험 두번보고 상대평가가 함정
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,4.0,25년 1학기 수강자,"장점 
길게길게 쓰면 학점 잘 주심
수업 안듣고 책만 있으면 됨

단점
책 사야함
주말에 시험 봐야함"
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,4.0,25년 1학기 수강자,좋은데 그냥 먼가 아쉬운거 뽑자면 범위가 좀 많고 오픈북이지만 또 완전 안 보고 가면 시험시간이 매우 촉박해서 앉은 자리에서 잘 쓰기 힘들긴 합니다. 피피티도 안 주셔서 책을 사거나 빌려야 하는데 그런게 좀 아쉬운... 혹시 시험 못 봤다고 생각하시면 과제 열심히 하시면 아마도 기대치보다 괜찮은 점수 받을 수 있습니다.
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,5.0,25년 1학기 수강자,과제 하나 있고 강의 안듣고 ppt만 봐도 괜찮음 적당히 학점 채우기 좋은 무난한 강의
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,4.0,25년 1학기 수강자,시험 전에 프린트 잘해가면 좋습니다! 과제도 사업계획서 1개입니다.
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,3.0,25년 1학기 수강자,꿀강의는 맞는데 너무 귀찮음. 할게 많고 시험은 범위가 너무 많아요
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,5.0,25년 1학기 수강자,"창업과 경영학에 대한 사전배경지식이 조금이라도 있다면 강의 안듣고 책, 강의자료 목차만 대충 파악하고 시험 전 30분동안 약하게 읽고 들어가서 본인 생각 위주로 양 꽉 채워 내시면 됩니다.
경영대면 개꿀과목 맞습니다!"
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,3.0,25년 1학기 수강자,"책 팔이 강의인가
대체 피피티는 왜 안 올려주시는 것인지.. ㅎ"
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,3.0,25년 1학기 수강자,아직 성적이 안 나와서 모르겠지만 꽤나 당황스러운 과목..수업은 ppt 그대로 읽으시는 형식인데 시험은 전날에 쭉 훑는걸로 안됨 시간이 생각보다 촉박했음;; 싸강인거 말고는 장점 잘 모르겠..
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,4.0,25년 1학기 수강자,"토요일에 시험 보는거빼고는 나쁘지않음
강의자료를 올려주시지 않아서 책이 필수임
아니면 다 캡쳐해야됨"
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,5.0,24년 2학기 수강자,"모든 것을 대충했는데 A+ 나옴. ->개꿀 수업임. 시험 공부는 책만 사고 해본적도 없고, 과제도 막판에 올려주신 형식에만 맞춰서 15분 컷냄. 출석은 다하긴 했음"
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,5.0,24년 2학기 수강자,은근 귀찮지만 꿀강의입니다 고학번 때 들으세요
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,5.0,24년 2학기 수강자,피피티 다캡쳐해가고 예상질문 준비해하기 지피티돌렸음 난
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,4.0,24년 2학기 수강자,과제 하나 있긴 한데 기간 길어서 괜찮아요! 피디에프는 따로 안주셔서 직접 캡쳐하거나 책 꼭 빌리시길
2255757,2150046001,4차산업혁명과창업,전삼현,,3,3.0,교선,전체,,110,99,3.77,,,,,,,3.0,24년 2학기 수강자,"나쁘지 않음
과제 하나 밖에 없고 중간기말 둘 다 보는 대신에 오픈북으로 진행"
1862999,2150049402,소셜미디어의이해,박웅기,"목 19:30-20:45 (조만식기념관 12207 (박명복강의실)-박웅기)
목 21:00-22:15 (조만식기념관 12207 (박명복강의실)-박웅기)",3,3.0,교선,전체,,50,4,2.14,,,,,,,1.0,23년 2학기 수강자,그냥 도망가세요 수업이 편하고 뭐고 그냥 도망가
1862999,2150049402,소셜미디어의이해,박웅기,"목 19:30-20:45 (조만식기념관 12207 (박명복강의실)-박웅기)
목 21:00-22:15 (조만식기념관 12207 (박명복강의실)-박웅기)",3,3.0,교선,전체,,50,4,2.14,,,,,,,1.0,23년 2학기 수강자,이 ㄱㅅㄲ때문에 지금 4학년인데 레나타 스킬마냥 성적에 폭탄 목걸이 걸렸습니다  진짜 1학년 때 아무 것도 모르고 수강하시면 듣도보도 못한 성적 받습니다 아무리 출석 잘 하고 과제 잘 해도 시험 좀 못보면 두눈을 의심하는 성적 나올겁니다. 진짜 4년 대학 생활중에 가장 후회되는게 이 과목 들은겁니다 잘 생각하세요
1862999,2150049402,소셜미디어의이해,박웅기,"목 19:30-20:45 (조만식기념관 12207 (박명복강의실)-박웅기)
목 21:00-22:15 (조만식기념관 12207 (박명복강의실)-박웅기)",3,3.0,교선,전체,,50,4,2.14,,,,,,,1.0,23년 2학기 수강자,1점 주기도 너무너무너무 아까운 강의. 수업시간에 뭘 가르치셔야 공부를 할텐데 뭔 다큐나 영상만 맨날 틀어놓고 수업시작 끝 이러시고 시험 채점 기준을 모르겠다는 말을 다른 분들도 많이 하시는데 겪어보시면 압니다^^ 대체 살다살다 이런 점수 처음 받아보고요 성적 나왔을 때 어이가 없었습니다. 제가 그 점수 받을정도로 안한 것도 아니고 수업내용이라는 게 있나 싶은 강의인데 시험문제 답이 뭔지도 궁금할 정도였네요. 이 강의평 보고도 듣고 싶으시다면 경험해보세요.
1862999,2150049402,소셜미디어의이해,박웅기,"목 19:30-20:45 (조만식기념관 12207 (박명복강의실)-박웅기)
목 21:00-22:15 (조만식기념관 12207 (박명복강의실)-박웅기)",3,3.0,교선,전체,,50,4,2.14,,,,,,,1.0,23년 2학기 수강자,타임머신이 있다면 이 과목 수강신청하기 전으로
1862999,2150049402,소셜미디어의이해,박웅기,"목 19:30-20:45 (조만식기념관 12207 (박명복강의실)-박웅기)
목 21:00-22:15 (조만식기념관 12207 (박명복강의실)-박웅기)",3,3.0,교선,전체,,50,4,2.14,,,,,,,1.0,22년 1학기 수강자,"언홍 복전생인데 이거 때문에 성적장학금 날아감
출석 다 하고 시키는대로 했는데 c 받았읍미다
수업내용도 잘 모르겠고 복전생이면 진짜 비추천이요"
1862999,2150049402,소셜미디어의이해,박웅기,"목 19:30-20:45 (조만식기념관 12207 (박명복강의실)-박웅기)
목 21:00-22:15 (조만식기념관 12207 (박명복강의실)-박웅기)",3,3.0,교선,전체,,50,4,2.14,,,,,,,1.0,23년 2학기 수강자,"ㅋㅋㅋㅋㅋ 그냥 레전드 수업
수업시간에 하는건 없고
이유없이 출석에서 2점인가 까고 시작합니다
시험은 자기 생각 쓰는건데 채점 기준도 안알려주고
이런 점수를 처음 받아봄 눈을 의심했네요
아래 강의평처럼 수강신청하기 전날으로 돌아가고싶습니다
재수강이고 뭐고 그냥 똥밟았다 생각하려구요
성적 1도 상관없으시면 들으세요"
1862999,2150049402,소셜미디어의이해,박웅기,"목 19:30-20:45 (조만식기념관 12207 (박명복강의실)-박웅기)
목 21:00-22:15 (조만식기념관 12207 (박명복강의실)-박웅기)",3,3.0,교선,전체,,50,4,2.14,,,,,,,1.0,23년 2학기 수강자,"이거 수강신청하기 전 그날로 돌아가고싶다 ㅋㅋ 수업 내용: 몇년전에 만들어졌는지 모르겠는 유튜버 다큐, 데이트앱에 미친 남자 다큐, 이상한 개그코드로 만들어진 애니메이션 이딴거 틀어줍니다 매주 토론과제 기한 알아서 맞춰 제출해야되고 시험 채점 기준도 모른채 똥성적받아야됩니다 이 강의평 보고도 수강신청할 사람은 그러세요그럼"
1862999,2150049402,소셜미디어의이해,박웅기,"목 19:30-20:45 (조만식기념관 12207 (박명복강의실)-박웅기)
목 21:00-22:15 (조만식기념관 12207 (박명복강의실)-박웅기)",3,3.0,교선,전체,,50,4,2.14,,,,,,,1.0,23년 2학기 수강자,토론 토의 다 기간 내에 성심성의껏  작성해도 수업참여도 2점 깎고 시작합니다 3시간 수업 중 거의 2시간만에 끝내주시는데 한시간 반정도 다큐 보고 교재 진도 조금 나가고 끝이에요 열심히 들어도 시험 잘 보고 그런 수업은 아니에요 교재 구매 안 하셔도 무방해요
1862999,2150049402,소셜미디어의이해,박웅기,"목 19:30-20:45 (조만식기념관 12207 (박명복강의실)-박웅기)
목 21:00-22:15 (조만식기념관 12207 (박명복강의실)-박웅기)",3,3.0,교선,전체,,50,4,2.14,,,,,,,2.0,23년 2학기 수강자,자꾸 토론 과제 내시는데 왜 공지도 안하고 마감기한 줄이시는 지 모르겠네요 갑자기 7일 줄여서 못 쓴 과제가 몇개 됩니다... 수업 도중 배우는 내용도 없고 대부분 책에서 시험 나옵니다
1862999,2150049402,소셜미디어의이해,박웅기,"목 19:30-20:45 (조만식기념관 12207 (박명복강의실)-박웅기)
목 21:00-22:15 (조만식기념관 12207 (박명복강의실)-박웅기)",3,3.0,교선,전체,,50,4,2.14,,,,,,,1.0,21년 2학기 수강자,"시험을 새벽 6시..
예전에 수업하신 줌 영상 녹화한 거 그냥 올려놓으셔서 실시간 오류난 것도 그대로 올라오고 제일 황당한 건 댓글로 수업하신 건데 그건 실시간 영상만 볼 수 있어서 볼 수도 없는 거 였습니다"
